country_name,country_text_id,COWcode,year,v2x_egaldem,pred,residual
Costa Rica,CRI,94,2021,0.794,0.3323099646730414,0.4616900353269586
Switzerland,CHE,225,2021,0.831,0.3650679037928857,0.4659320962071143
France,FRA,220,2021,0.759,0.27691315122746685,0.48208684877253316
New Zealand,NZL,920,2021,0.765,0.23340267352006316,0.5315973264799368
Ireland,IRL,205,2021,0.788,0.24716451126949857,0.5408354887305015
Belgium,BEL,211,2021,0.828,0.2700076034610796,0.5579923965389204
Italy,ITA,325,2021,0.776,0.15858019430569645,0.6174198056943035
Denmark,DNK,390,2021,0.877,0.19850404165718244,0.6784959583428176
Nicaragua,NIC,93,2022,0.083,0.4236446267060087,-0.3406446267060087
Cuba,CUB,40,2022,0.238,0.5721240887557906,-0.3341240887557906
Azerbaijan,AZE,373,2022,0.109,0.412442317297142,-0.303442317297142
Tajikistan,TJK,702,2022,0.066,0.34260335682030446,-0.27660335682030446
Eswatini,SWZ,572,2022,0.065,0.33589560042460936,-0.27089560042460936
Afghanistan,AFG,700,2022,0.02,0.2879306846209802,-0.2679306846209802
Uganda,UGA,500,2022,0.166,0.4326500029721676,-0.26665000297216757
Sudan,SDN,625,2022,0.058,0.29556838746219105,-0.23756838746219106
Uzbekistan,UZB,704,2022,0.158,0.3921415038952272,-0.23414150389522717
Eritrea,ERI,531,2022,0.131,0.3649162924104402,-0.2339162924104402
China,CHN,710,2022,0.082,0.30917846052242887,-0.22717846052242885
Haiti,HTI,41,2022,0.076,0.2969948027414583,-0.22099480274145827
North Korea,PRK,731,2022,0.087,0.30348010811328097,-0.21648010811328097
Burma/Myanmar,MMR,775,2022,0.059,0.2728112127763342,-0.2138112127763342
Venezuela,VEN,101,2022,0.103,0.3130438959397355,-0.2100438959397355
Iran,IRN,630,2022,0.149,0.3581309507800589,-0.20913095078005892
Guinea,GIN,438,2022,0.139,0.3428614886123825,-0.2038614886123825
Papua New Guinea,PNG,910,2022,0.266,0.4689996839415423,-0.20299968394154227
Egypt,EGY,651,2022,0.103,0.30570491170472897,-0.20270491170472899
Qatar,QAT,694,2022,0.103,0.3001968981085614,-0.19719689810856145
Angola,AGO,540,2022,0.125,0.32156654814718544,-0.19656654814718544
Republic of the Congo,COG,484,2022,0.137,0.32911461934210245,-0.19211461934210244
Zimbabwe,ZWE,552,2022,0.187,0.3767558918408643,-0.18975589184086428
Equatorial Guinea,GNQ,411,2022,0.106,0.2956934095004582,-0.1896934095004582
Philippines,PHL,840,2022,0.178,0.3657893533417291,-0.18778935334172908
Guatemala,GTM,90,2022,0.214,0.3992881778502597,-0.18528817785025972
Bangladesh,BGD,771,2022,0.099,0.27715329240600356,-0.17815329240600355
Russia,RUS,365,2022,0.158,0.32989600142166364,-0.17189600142166364
Türkiye,TUR,640,2022,0.202,0.37289287206393285,-0.17089287206393283
Saudi Arabia,SAU,670,2022,0.106,0.2765981435653695,-0.1705981435653695
Madagascar,MDG,580,2022,0.206,0.3632614631996682,-0.1572614631996682
Belarus,BLR,370,2022,0.229,0.3862590563704935,-0.1572590563704935
Ethiopia,ETH,530,2022,0.188,0.3436932912370361,-0.15569329123703612
Libya,LBY,620,2022,0.127,0.27741477416922844,-0.15041477416922844
Laos,LAO,812,2022,0.12,0.2693359737776131,-0.1493359737776131
Democratic Republic of the Congo,COD,490,2022,0.169,0.31251316846252786,-0.14351316846252785
El Salvador,SLV,92,2022,0.156,0.2938654019164252,-0.13786540191642518
Kazakhstan,KAZ,705,2022,0.206,0.34097065388270853,-0.13497065388270854
Timor-Leste,TLS,860,2022,0.444,0.5717607903736659,-0.1277607903736659
United Arab Emirates,ARE,696,2022,0.13,0.25482044801809767,-0.12482044801809766
Morocco,MAR,600,2022,0.202,0.32469062909720386,-0.12269062909720385
Algeria,DZA,615,2022,0.256,0.3742089303898456,-0.11820893038984559
Cambodia,KHM,811,2022,0.091,0.20897065532254594,-0.11797065532254594
Central African Republic,CAF,482,2022,0.158,0.2709339262927331,-0.1129339262927331
Pakistan,PAK,770,2022,0.134,0.24127685605885835,-0.10727685605885834
Fiji,FJI,950,2022,0.27,0.3719814351792602,-0.10198143517926017
Nigeria,NGA,475,2022,0.27,0.36632758602982574,-0.09632758602982572
Rwanda,RWA,517,2022,0.199,0.29393925830849366,-0.09493925830849365
Togo,TGO,461,2022,0.289,0.3834538751499682,-0.09445387514996822
Iraq,IRQ,645,2022,0.204,0.29418556294776804,-0.09018556294776806
Ukraine,UKR,369,2022,0.315,0.40093905655859363,-0.08593905655859363
Comoros,COM,581,2022,0.216,0.2982851477201462,-0.0822851477201462
Maldives,MDV,781,2022,0.385,0.46661989130497494,-0.08161989130497493
Mexico,MEX,70,2022,0.316,0.39632448401331255,-0.08032448401331255
Thailand,THA,800,2022,0.162,0.24099494892784978,-0.07899494892784978
Kenya,KEN,501,2022,0.373,0.4476043883444544,-0.07460438834445438
Mozambique,MOZ,541,2022,0.231,0.304934619641995,-0.07393461964199496
Mauritania,MRT,435,2022,0.171,0.24398568162982026,-0.07298568162982025
Zambia,ZMB,551,2022,0.328,0.400751788588842,-0.07275178858884196
Paraguay,PRY,150,2022,0.242,0.3100100526180716,-0.06801005261807158
Mali,MLI,432,2022,0.19,0.2577888084497982,-0.06778880844979818
India,IND,750,2022,0.219,0.28514921602186394,-0.06614921602186394
Vietnam,VNM,816,2022,0.179,0.23213858470174242,-0.05313858470174243
Ivory Coast,CIV,437,2022,0.272,0.32156654814718544,-0.04956654814718542
Djibouti,DJI,522,2022,0.189,0.23551434725060566,-0.04651434725060566
Cameroon,CMR,471,2022,0.193,0.23838000483081306,-0.04538000483081306
Jordan,JOR,663,2022,0.189,0.2284687995880131,-0.03946879958801311
Montenegro,MNE,341,2022,0.44,0.47062098249646517,-0.030620982496465166
Indonesia,IDN,850,2022,0.306,0.33476741080520034,-0.028767410805200344
Honduras,HND,91,2022,0.261,0.2896323295644129,-0.028632329564412917
Gabon,GAB,481,2022,0.274,0.3025869555890055,-0.02858695558900548
Hungary,HUN,310,2022,0.317,0.3428614886123825,-0.02586148861238252
Benin,BEN,434,2022,0.337,0.3545916571090989,-0.01759165710909888
Bhutan,BTN,760,2022,0.476,0.4869189165167895,-0.0109189165167895
Mongolia,MNG,712,2022,0.393,0.40080537589684767,-0.007805375896847655
Bahrain,BHR,692,2022,0.121,0.12141981577969713,-0.00041981577969713024
North Macedonia,MKD,343,2022,0.369,0.36286677427497493,0.00613322572502506
Bosnia and Herzegovina,BIH,346,2022,0.366,0.35892604229301606,0.0070739577069839354
Namibia,NAM,565,2022,0.314,0.3054934002129653,0.008506599787034719
Brazil,BRA,140,2022,0.4,0.390984112412551,0.009015887587449034
Kuwait,KWT,690,2022,0.228,0.21327987383172656,0.01472012616827345
Sri Lanka,LKA,780,2022,0.407,0.3887470939953637,0.01825290600463625
Albania,ALB,339,2022,0.385,0.36314238944500293,0.021857610554997076
Malawi,MWI,553,2022,0.361,0.33861776460956955,0.02238223539043044
Niger,NER,436,2022,0.345,0.32156654814718544,0.023433451852814535
Tanzania,TZA,510,2022,0.344,0.319058986342181,0.024941013657818978
Singapore,SGP,830,2022,0.347,0.31898835014616395,0.02801164985383603
The Gambia,GMB,420,2022,0.429,0.38906326323451923,0.03993673676548076
Guyana,GUY,110,2022,0.357,0.31099795669475017,0.04600204330524982
Bolivia,BOL,145,2022,0.388,0.33891476190533176,0.04908523809466825
Sao Tome and Principe,STP,403,2022,0.455,0.40570427498309886,0.04929572501690116
Dominican Republic,DOM,42,2022,0.375,0.32126564907730626,0.05373435092269374
Solomon Islands,SLB,940,2022,0.404,0.33891476190533176,0.06508523809466826
Peru,PER,135,2022,0.442,0.37403580662587876,0.06796419337412124
Guinea-Bissau,GNB,404,2022,0.224,0.15348736476253447,0.07051263523746554
Lebanon,LBN,660,2022,0.253,0.1819281873310744,0.0710718126689256
Nepal,NPL,790,2022,0.412,0.33891476190533176,0.07308523809466821
Ecuador,ECU,130,2022,0.379,0.30438274602637994,0.07461725397362007
Sierra Leone,SLE,451,2022,0.391,0.31017611403209633,0.08082388596790369
Mauritius,MUS,590,2022,0.389,0.3040325919659863,0.0849674080340137
Botswana,BWA,571,2022,0.395,0.30290218958106985,0.09209781041893017
Panama,PAN,95,2022,0.455,0.359810699925764,0.09518930007423604
Colombia,COL,100,2022,0.426,0.32989804649916205,0.09610195350083794
Poland,POL,290,2022,0.499,0.39738770414654645,0.10161229585345355
Liberia,LBR,450,2022,0.409,0.3036714083291723,0.1053285916708277
Ghana,GHA,452,2022,0.471,0.3649162924104402,0.10608370758955976
Georgia,GEO,372,2022,0.49,0.37761382422176815,0.11238617577823184
Kosovo,XKX,347,2022,0.492,0.3759845370972181,0.11601546290278192
Malaysia,MYS,820,2022,0.343,0.2264425278336801,0.11655747216631993
Romania,ROU,360,2022,0.482,0.3509095129894331,0.13109048701056686
Cape Verde,CPV,402,2022,0.577,0.396166778287598,0.18083322171240196
Moldova,MDA,359,2022,0.605,0.42346449538484576,0.18153550461515422
Bulgaria,BGR,355,2022,0.544,0.3540850517832052,0.18991494821679483
Seychelles,SYC,591,2022,0.61,0.39861519566592196,0.21138480433407802
Croatia,HRV,344,2022,0.552,0.3393769520448044,0.21262304795519565
Vanuatu,VUT,935,2022,0.624,0.4101475724445969,0.21385242755540312
Slovakia,SVK,317,2022,0.679,0.46492991344771367,0.21407008655228638
Lesotho,LSO,570,2022,0.515,0.29460379186865443,0.22039620813134558
South Africa,ZAF,560,2022,0.51,0.28377373942714673,0.22622626057285328
Cyprus,CYP,352,2022,0.675,0.4465995461224339,0.22840045387756613
Armenia,ARM,371,2022,0.554,0.31529829901310447,0.23870170098689558
Argentina,ARG,160,2022,0.654,0.3979525934752553,0.2560474065247447
Greece,GRC,350,2022,0.649,0.38894035231665686,0.26005964768334316
United States of America,USA,2,2022,0.606,0.34133259066387467,0.2646674093361253
Japan,JPN,740,2022,0.752,0.4801905802648703,0.2718094197351297
Lithuania,LTU,368,2022,0.686,0.41006382575337663,0.2759361742466234
Chile,CHL,155,2022,0.608,0.3270945717866064,0.2809054282133936
Israel,ISR,666,2022,0.571,0.28560721970082026,0.2853927802991797
Spain,ESP,230,2022,0.725,0.4363618557826434,0.28863814421735656
Senegal,SEN,433,2022,0.519,0.22781950395674894,0.2911804960432511
Suriname,SUR,115,2022,0.574,0.2786889592065078,0.29531104079349213
Iceland,ISL,395,2022,0.752,0.451507961089225,0.30049203891077503
South Korea,KOR,732,2022,0.696,0.3918124909097795,0.30418750909022046
Austria,AUT,305,2022,0.739,0.43143628327031625,0.30756371672968374
Barbados,BRB,53,2022,0.677,0.3649162924104402,0.31208370758955983
Jamaica,JAM,51,2022,0.65,0.3360222169217389,0.31397778307826113
Slovenia,SVN,349,2022,0.705,0.3666283548629058,0.33837164513709417
Uruguay,URY,165,2022,0.67,0.3291117532273906,0.3408882467726094
Canada,CAN,20,2022,0.644,0.29029081842633087,0.35370918157366915
Trinidad and Tobago,TTO,52,2022,0.654,0.2986905801471525,0.35530941985284753
Sweden,SWE,380,2022,0.813,0.44450818782750035,0.3684918121724996
Czechia,CZE,316,2022,0.769,0.3862526135699887,0.3827473864300113
Malta,MLT,338,2022,0.694,0.3091488996925141,0.38485110030748587
Estonia,EST,366,2022,0.811,0.4190871437915425,0.39191285620845756
Portugal,PRT,235,2022,0.732,0.33891476190533176,0.3930852380946682
Latvia,LVA,367,2022,0.713,0.29154943291364177,0.4214505670863582
Australia,AUS,900,2022,0.724,0.2905346550745313,0.4334653449254687
Costa Rica,CRI,94,2022,0.767,0.3323099646730414,0.4346900353269586
Netherlands,NLD,210,2022,0.762,0.327126459558451,0.434873540441549
Luxembourg,LUX,212,2022,0.811,0.3616870685656755,0.44931293143432455
Taiwan,TWN,713,2022,0.743,0.2886582603742627,0.4543417396257373
Finland,FIN,375,2022,0.784,0.3260381404142376,0.4579618595857624
Switzerland,CHE,225,2022,0.829,0.3650679037928857,0.4639320962071143
France,FRA,220,2022,0.761,0.27691315122746685,0.48408684877253316
New Zealand,NZL,920,2022,0.767,0.23340267352006316,0.5335973264799369
Ireland,IRL,205,2022,0.784,0.24716451126949857,0.5368354887305015
Belgium,BEL,211,2022,0.828,0.2700076034610796,0.5579923965389204
Italy,ITA,325,2022,0.76,0.15858019430569645,0.6014198056943035
Denmark,DNK,390,2022,0.878,0.19850404165718244,0.6794959583428175
Cuba,CUB,40,2023,0.234,0.5721240887557906,-0.3381240887557906
Nicaragua,NIC,93,2023,0.098,0.4236446267060087,-0.3256446267060087
Azerbaijan,AZE,373,2023,0.118,0.412442317297142,-0.294442317297142
Uganda,UGA,500,2023,0.153,0.4326500029721676,-0.2796500029721676
Tajikistan,TJK,702,2023,0.065,0.34260335682030446,-0.27760335682030446
Eswatini,SWZ,572,2023,0.067,0.33589560042460936,-0.26889560042460936
Afghanistan,AFG,700,2023,0.021,0.2879306846209802,-0.2669306846209802
Eritrea,ERI,531,2023,0.114,0.3649162924104402,-0.2509162924104402
Sudan,SDN,625,2023,0.057,0.29556838746219105,-0.23856838746219106
Zimbabwe,ZWE,552,2023,0.149,0.3767558918408643,-0.22775589184086428
China,CHN,710,2023,0.082,0.30917846052242887,-0.22717846052242885
Haiti,HTI,41,2023,0.072,0.2969948027414583,-0.22499480274145828
Burma/Myanmar,MMR,775,2023,0.056,0.2728112127763342,-0.2168112127763342
Venezuela,VEN,101,2023,0.1,0.3130438959397355,-0.21304389593973547
North Korea,PRK,731,2023,0.091,0.30348010811328097,-0.21248010811328097
Iran,IRN,630,2023,0.154,0.3581309507800589,-0.2041309507800589
Papua New Guinea,PNG,910,2023,0.266,0.4689996839415423,-0.20299968394154227
Guinea,GIN,438,2023,0.141,0.3428614886123825,-0.20186148861238254
Egypt,EGY,651,2023,0.109,0.30570491170472897,-0.19670491170472898
Qatar,QAT,694,2023,0.106,0.3001968981085614,-0.19419689810856144
Angola,AGO,540,2023,0.128,0.32156654814718544,-0.19356654814718544
Central African Republic,CAF,482,2023,0.127,0.318681481616398,-0.19168148161639798
Republic of the Congo,COG,484,2023,0.139,0.32911461934210245,-0.19011461934210244
Russia,RUS,365,2023,0.14,0.32989600142166364,-0.18989600142166363
Philippines,PHL,840,2023,0.179,0.3657893533417291,-0.18678935334172908
Equatorial Guinea,GNQ,411,2023,0.113,0.2956934095004582,-0.1826934095004582
Türkiye,TUR,640,2023,0.193,0.37289287206393285,-0.17989287206393284
Bangladesh,BGD,771,2023,0.103,0.27715329240600356,-0.17415329240600358
Guatemala,GTM,90,2023,0.228,0.3992881778502597,-0.1712881778502597
Belarus,BLR,370,2023,0.221,0.3862590563704935,-0.1652590563704935
Saudi Arabia,SAU,670,2023,0.114,0.2765981435653695,-0.1625981435653695
Madagascar,MDG,580,2023,0.201,0.3632614631996682,-0.16226146319966817
Ethiopia,ETH,530,2023,0.187,0.3436932912370361,-0.15669329123703613
Democratic Republic of the Congo,COD,490,2023,0.156,0.31251316846252786,-0.15651316846252786
Libya,LBY,620,2023,0.13,0.27741477416922844,-0.14741477416922844
Chad,TCD,483,2023,0.068,0.2109424422078579,-0.1429424422078579
Laos,LAO,812,2023,0.129,0.2693359737776131,-0.1403359737776131
Kazakhstan,KAZ,705,2023,0.204,0.34097065388270853,-0.13697065388270854
El Salvador,SLV,92,2023,0.165,0.2938654019164252,-0.12886540191642518
United Arab Emirates,ARE,696,2023,0.127,0.25482044801809767,-0.12782044801809767
Cambodia,KHM,811,2023,0.084,0.20897065532254594,-0.12497065532254593
Pakistan,PAK,770,2023,0.117,0.24127685605885835,-0.12427685605885834
Rwanda,RWA,517,2023,0.172,0.29393925830849366,-0.12193925830849367
Morocco,MAR,600,2023,0.203,0.32469062909720386,-0.12169062909720385
Algeria,DZA,615,2023,0.254,0.3742089303898456,-0.12020893038984559
Timor-Leste,TLS,860,2023,0.457,0.5717607903736659,-0.11476079037366588
Togo,TGO,461,2023,0.277,0.3834538751499682,-0.10645387514996818
Ukraine,UKR,369,2023,0.297,0.40093905655859363,-0.10393905655859365
Mexico,MEX,70,2023,0.295,0.39632448401331255,-0.10132448401331257
Nigeria,NGA,475,2023,0.28,0.36632758602982574,-0.08632758602982571
Iraq,IRQ,645,2023,0.211,0.29418556294776804,-0.08318556294776805
Comoros,COM,581,2023,0.217,0.2982851477201462,-0.0812851477201462
Mauritania,MRT,435,2023,0.163,0.24398568162982026,-0.08098568162982026
Mozambique,MOZ,541,2023,0.224,0.304934619641995,-0.08093461964199497
India,IND,750,2023,0.205,0.28514921602186394,-0.08014921602186395
Kenya,KEN,501,2023,0.37,0.4476043883444544,-0.07760438834445438
Maldives,MDV,781,2023,0.396,0.46661989130497494,-0.07061989130497492
Paraguay,PRY,150,2023,0.24,0.3100100526180716,-0.07001005261807158
Zambia,ZMB,551,2023,0.339,0.400751788588842,-0.06175178858884195
Vietnam,VNM,816,2023,0.181,0.23213858470174242,-0.05113858470174243
Gabon,GAB,481,2023,0.252,0.3025869555890055,-0.0505869555890055
Thailand,THA,800,2023,0.191,0.24099494892784978,-0.04999494892784978
Cameroon,CMR,471,2023,0.19,0.23838000483081306,-0.04838000483081306
Indonesia,IDN,850,2023,0.287,0.33476741080520034,-0.04776741080520036
Djibouti,DJI,522,2023,0.188,0.23551434725060566,-0.04751434725060566
Ivory Coast,CIV,437,2023,0.276,0.32156654814718544,-0.045566548147185415
Mongolia,MNG,712,2023,0.357,0.40080537589684767,-0.04380537589684769
Niger,NER,436,2023,0.286,0.32156654814718544,-0.03556654814718546
Hungary,HUN,310,2023,0.308,0.3428614886123825,-0.03486148861238253
Jordan,JOR,663,2023,0.199,0.2284687995880131,-0.0294687995880131
Bhutan,BTN,760,2023,0.458,0.4869189165167895,-0.02891891651678946
Fiji,FJI,950,2023,0.351,0.3719814351792602,-0.02098143517926021
Honduras,HND,91,2023,0.269,0.2896323295644129,-0.02063232956441291
Malawi,MWI,553,2023,0.32,0.33861776460956955,-0.018617764609569543
Bosnia and Herzegovina,BIH,346,2023,0.355,0.35892604229301606,-0.003926042293016074
Tanzania,TZA,510,2023,0.318,0.319058986342181,-0.0010589863421809897
Bahrain,BHR,692,2023,0.122,0.12141981577969713,0.0005801842203028706
Namibia,NAM,565,2023,0.314,0.3054934002129653,0.008506599787034719
North Macedonia,MKD,343,2023,0.373,0.36286677427497493,0.010133225725025063
Sri Lanka,LKA,780,2023,0.401,0.3887470939953637,0.0122529060046363
Albania,ALB,339,2023,0.377,0.36314238944500293,0.013857610554997069
Kuwait,KWT,690,2023,0.232,0.21327987383172656,0.018720126168273454
Montenegro,MNE,341,2023,0.492,0.47062098249646517,0.021379017503534825
Benin,BEN,434,2023,0.382,0.3545916571090989,0.027408342890901105
Singapore,SGP,830,2023,0.353,0.31898835014616395,0.034011649853836035
Peru,PER,135,2023,0.414,0.37403580662587876,0.039964193374121215
Lebanon,LBN,660,2023,0.224,0.1819281873310744,0.042071812668925596
Ecuador,ECU,130,2023,0.347,0.30438274602637994,0.04261725397362004
Sierra Leone,SLE,451,2023,0.353,0.31017611403209633,0.04282388596790365
Sao Tome and Principe,STP,403,2023,0.451,0.40570427498309886,0.045295725016901156
Bolivia,BOL,145,2023,0.386,0.33891476190533176,0.04708523809466825
Guyana,GUY,110,2023,0.362,0.31099795669475017,0.05100204330524982
Dominican Republic,DOM,42,2023,0.382,0.32126564907730626,0.06073435092269375
Mauritius,MUS,590,2023,0.367,0.3040325919659863,0.06296740803401368
The Gambia,GMB,420,2023,0.453,0.38906326323451923,0.06393673676548078
Solomon Islands,SLB,940,2023,0.423,0.33891476190533176,0.08408523809466822
Panama,PAN,95,2023,0.451,0.359810699925764,0.09118930007423603
Guinea-Bissau,GNB,404,2023,0.247,0.15348736476253447,0.09351263523746553
Georgia,GEO,372,2023,0.477,0.37761382422176815,0.09938617577823183
Nepal,NPL,790,2023,0.442,0.33891476190533176,0.10308523809466824
Liberia,LBR,450,2023,0.407,0.3036714083291723,0.1033285916708277
Botswana,BWA,571,2023,0.408,0.30290218958106985,0.10509781041893013
Kosovo,XKX,347,2023,0.483,0.3759845370972181,0.10701546290278191
Ghana,GHA,452,2023,0.472,0.3649162924104402,0.10708370758955976
Colombia,COL,100,2023,0.439,0.32989804649916205,0.10910195350083796
Poland,POL,290,2023,0.52,0.39738770414654645,0.12261229585345357
Romania,ROU,360,2023,0.482,0.3509095129894331,0.13109048701056686
Moldova,MDA,359,2023,0.565,0.42346449538484576,0.14153550461515418
Malaysia,MYS,820,2023,0.384,0.2264425278336801,0.1575574721663199
Bulgaria,BGR,355,2023,0.512,0.3540850517832052,0.1579149482167948
Brazil,BRA,140,2023,0.557,0.390984112412551,0.16601588758744906
Cape Verde,CPV,402,2023,0.57,0.396166778287598,0.17383322171240195
Slovakia,SVK,317,2023,0.653,0.46492991344771367,0.18807008655228635
Armenia,ARM,371,2023,0.509,0.31529829901310447,0.19370170098689554
Seychelles,SYC,591,2023,0.605,0.39861519566592196,0.20638480433407802
South Africa,ZAF,560,2023,0.491,0.28377373942714673,0.20722626057285326
Lesotho,LSO,570,2023,0.508,0.29460379186865443,0.21339620813134558
Croatia,HRV,344,2023,0.562,0.3393769520448044,0.22262304795519566
South Korea,KOR,732,2023,0.618,0.3918124909097795,0.2261875090902205
Cyprus,CYP,352,2023,0.674,0.4465995461224339,0.22740045387756613
Senegal,SEN,433,2023,0.457,0.22781950395674894,0.22918049604325108
Greece,GRC,350,2023,0.624,0.38894035231665686,0.23505964768334314
Vanuatu,VUT,935,2023,0.655,0.4101475724445969,0.24485242755540315
Argentina,ARG,160,2023,0.661,0.3979525934752553,0.26304740652474473
United States of America,USA,2,2023,0.61,0.34133259066387467,0.2686674093361253
Israel,ISR,666,2023,0.558,0.28560721970082026,0.2723927802991798
Lithuania,LTU,368,2023,0.683,0.41006382575337663,0.2729361742466234
Japan,JPN,740,2023,0.755,0.4801905802648703,0.2748094197351297
Spain,ESP,230,2023,0.714,0.4363618557826434,0.27763814421735655
Suriname,SUR,115,2023,0.563,0.2786889592065078,0.2843110407934921
Chile,CHL,155,2023,0.613,0.3270945717866064,0.2859054282133936
Slovenia,SVN,349,2023,0.665,0.3666283548629058,0.29837164513709424
Iceland,ISL,395,2023,0.755,0.451507961089225,0.30349203891077503
Barbados,BRB,53,2023,0.681,0.3649162924104402,0.31608370758955984
Austria,AUT,305,2023,0.749,0.43143628327031625,0.31756371672968375
Jamaica,JAM,51,2023,0.664,0.3360222169217389,0.32797778307826114
Canada,CAN,20,2023,0.635,0.29029081842633087,0.34470918157366914
Trinidad and Tobago,TTO,52,2023,0.648,0.2986905801471525,0.3493094198528475
Sweden,SWE,380,2023,0.803,0.44450818782750035,0.3584918121724997
Portugal,PRT,235,2023,0.698,0.33891476190533176,0.3590852380946682
Uruguay,URY,165,2023,0.697,0.3291117532273906,0.36788824677260934
Malta,MLT,338,2023,0.693,0.3091488996925141,0.38385110030748587
Estonia,EST,366,2023,0.806,0.4190871437915425,0.38691285620845756
Czechia,CZE,316,2023,0.779,0.3862526135699887,0.39274738643001134
Netherlands,NLD,210,2023,0.751,0.327126459558451,0.423873540441549
Costa Rica,CRI,94,2023,0.759,0.3323099646730414,0.4266900353269586
Australia,AUS,900,2023,0.728,0.2905346550745313,0.4374653449254687
Latvia,LVA,367,2023,0.731,0.29154943291364177,0.4394505670863582
Finland,FIN,375,2023,0.767,0.3260381404142376,0.4409618595857624
Luxembourg,LUX,212,2023,0.807,0.3616870685656755,0.44531293143432454
Taiwan,TWN,713,2023,0.738,0.2886582603742627,0.4493417396257373
Switzerland,CHE,225,2023,0.815,0.3650679037928857,0.4499320962071143
France,FRA,220,2023,0.727,0.27691315122746685,0.45008684877253313
New Zealand,NZL,920,2023,0.761,0.23340267352006316,0.5275973264799368
Ireland,IRL,205,2023,0.784,0.24716451126949857,0.5368354887305015
Belgium,BEL,211,2023,0.828,0.2700076034610796,0.5579923965389204
Italy,ITA,325,2023,0.722,0.15858019430569645,0.5634198056943035
Denmark,DNK,390,2023,0.88,0.19850404165718244,0.6814959583428175
